trial_id,word,article,correct_type,obj_image,sub_image,phrase,trial_type,thisN,thisTrialN,thisRepN,key_resp.keys,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instruction.started,Welcome.started,start_key.started,mouse_2.started,instruction.stopped,start_key.keys,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,trial.started,sentence.started,image_left.started,image_right.started,key_resp.started,mouse.started,trial.stopped,trials_loop.key_resp.keys,response,rt,response_method,correct_response,accuracy,trials_loop.mouse.x,trials_loop.mouse.y,trials_loop.mouse.leftButton,trials_loop.mouse.midButton,trials_loop.mouse.rightButton,trials_loop.mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.0531285828910768,0.05958583299070597,0.05958583299070597,0.05315608298406005,7.051939333090559,None,[0.32166666666666666],[-0.175],[1],[0],[0],[6.998604292050004],,,,,,,,,,,,,,,,,,,,1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
80,tib,None,sub,o4.png,s19.png,look,critical,0,0,0,None,0,0,0,79,7.387794374953955,,,,,,,,,,,,,,7.364404666936025,7.387794374953955,7.387794374953955,7.387794374953955,7.387794374953955,0.31165966717526317,8.104668000014499,None,None,None,none,j,0,,,,,,,1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
64,blick,None,sub,o3.png,s13.png,that_is,filler,1,1,0,None,0,1,1,63,8.305843542097136,,,,,,,,,,,,,,8.302151917014271,8.305843542097136,8.305843542097136,8.305843542097136,8.305843542097136,0.19359487504698336,8.926962499972433,None,None,None,none,f,0,[0.32166666666666666],[-0.175],[1],[0],[0],[0.7397013329900801],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
41,tib,a,obj,o12.png,s3.png,look,critical,2,2,0,None,0,2,2,40,9.116505749989301,,,,,,,,,,,,,,9.112190374871716,9.116505749989301,9.116505749989301,9.116505749989301,9.116505749989301,0.1847464998718351,9.5377688750159,None,None,None,none,f,0,[0.325],[-0.175],[1],[0],[0],[0.6246751660946757],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
51,kal,None,sub,o12.png,s4.png,there_is,filler,3,3,0,None,0,3,3,50,9.649741207947955,,,,,,,,,,,,,,9.644159791991115,9.649741207947955,9.649741207947955,9.649741207947955,9.649741207947955,0.10594233288429677,9.931602332973853,None,None,None,none,j,0,[0.325],[-0.175],[1],[0],[0],[0.42545204190537333],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
88,smeck,None,sub,o10.png,s11.png,there_is,filler,4,4,0,None,0,4,4,87,10.123679375043139,,,,,,,,,,,,,,10.120331458048895,10.123679375043139,10.123679375043139,10.123679375043139,10.123679375043139,0.18829487496986985,10.352991832885891,None,None,None,none,f,0,[0.325],[-0.175],[1],[0],[0],[0.2873225840739906],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
8,boarse,None,sub,o9.png,s17.png,that_is,filler,5,5,0,None,0,5,5,7,10.529283208074048,,,,,,,,,,,,,,10.525968125090003,10.529283208074048,10.529283208074048,10.529283208074048,10.529283208074048,0.17252916703000665,10.764791166875511,None,None,None,none,f,0,[0.325],[-0.175],[1],[0],[0],[0.23253495804965496],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
53,flane,a,obj,o4.png,s23.png,that_is,filler,6,6,0,None,0,6,6,52,10.943197082960978,,,,,,,,,,,,,,10.940045166993514,10.943197082960978,10.943197082960978,10.943197082960978,10.943197082960978,0.17473499989137053,12.332800125004724,None,f,0,mouse,j,0,[0.325],[-0.175],[1],[0],[0],[0.2386829168535769],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
71,fusk,None,sub,o23.png,s23.png,look,critical,7,7,0,None,0,7,7,70,12.519108083099127,,,,,,,,,,,,,,12.51587549992837,12.519108083099127,12.519108083099127,12.519108083099127,12.519108083099127,0.1824452499859035,12.731400707969442,None,f,0,mouse,f,1,[-0.4816666666666667],[-0.05333333333333334],[1],[0],[0],[1.392604999942705],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
98,zeg,None,sub,o10.png,s15.png,there_is,filler,8,8,0,None,0,8,8,97,12.899831125047058,,,,,,,,,,,,,,12.896189667051658,12.899831125047058,12.899831125047058,12.899831125047058,12.899831125047058,0.16420620796270669,13.115022958023474,None,f,0,mouse,f,1,[-0.4816666666666667],[-0.05333333333333334],[1],[0],[0],[0.21539549995213747],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
5,vow,None,sub,o3.png,s1.png,look,critical,9,9,0,None,0,9,9,4,13.282646750099957,,,,,,,,,,,,,,13.279407541966066,13.282646750099957,13.282646750099957,13.282646750099957,13.282646750099957,0.16385825001634657,13.515411250060424,None,f,0,mouse,j,0,[-0.4816666666666667],[-0.05333333333333334],[1],[0],[0],[0.2187037079129368],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
34,ses,a,obj,o11.png,s4.png,there_is,filler,10,10,0,None,0,10,10,33,13.617712042061612,,,,,,,,,,,,,,13.61510833306238,13.617712042061612,13.617712042061612,13.617712042061612,13.617712042061612,0.09909849986433983,13.835916999960318,None,f,0,mouse,j,0,[-0.4816666666666667],[-0.05333333333333334],[1],[0],[0],[0.2358672919217497],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
13,plyne,a,obj,o16.png,s14.png,look,critical,11,11,0,None,0,11,11,12,14.028052458073944,,,,,,,,,,,,,,14.024746583076194,14.028052458073944,14.028052458073944,14.028052458073944,14.028052458073944,0.18833791720680892,14.214508207980543,None,f,0,mouse,f,1,[-0.4816666666666667],[-0.05333333333333334],[1],[0],[0],[0.22068408294580877],1,001,2026-04-25_16h06.09.336,experiment,2024.2.4,None,2026-04-25 16h06.29.524434 -0700,
86,kreet,None,sub,o16.png,s5.png,look,critical,12,12,0,,0,12,12,85,14.412772417068481,,,,,,,,,,,,,,14.409586833091453,14.412772417068481,14.412772417068481,14.412772417068481,14.412772417068481,0.1946219999808818,,,,,,,,[-0.4816666666666667],[-0.05333333333333334],[1],[0],[0],[0.18963845795951784],,,,,,,,
